queueLength:vector AmusementAlt1.TicketQueue (#0 - General-0-20190508-15:29:44-6408),,queueLength:vector AmusementAlt1.SecurityQueue1 (#0 - General-0-20190508-15:29:44-6408),,queueLength:vector AmusementAlt1.SecurityQueue2 (#0 - General-0-20190508-15:29:44-6408),,lifeTime:vector AmusementAlt1.EnterPark (#0 - General-0-20190508-15:29:44-6408),
13160.041658898205,249,,,,,,
13170.631262546796,248,,,,,,
13199.317189837565,247,,,,,,
13205.688670197923,248,,,,,,
13206.588103556685,249,,,,,,
13223.658736963624,250,,,,,,
13263.26985927836,249,,,,,,
13265.984413924404,250,,,,,,
13271.588643486508,251,,,,,,
13276.671361743721,252,,,,,,
13279.325742340656,253,,,,,,
13289.781685135102,252,,,,,,
13328.934310832163,251,,,,,,
13340.767515145145,252,,,,,,
13341.42534054123,253,,,,,,
13341.848793178346,254,,,,,,
13355.513036952322,253,,,,,,
13365.832307099515,254,,,,,,
13371.418065139751,255,,,,,,
13396.875821293459,254,,,,,,
13402.07819325519,255,,,,,,
13407.457603822026,256,,,,,,
13434.717070455827,257,,,,,,
13445.299057951311,256,,,,,,
13454.095078513668,257,,,,,,
13456.9713056095,258,,,,,,
13474.209328926926,257,,,,,,
13487.097758854747,258,,,,,,
13501.94779015222,257,,,,,,
13528.893236608307,258,,,,,,
13531.663673450521,259,,,,,,
13540.289340093505,260,,,,,,
13553.041974478589,261,,,,,,
13558.867744146481,262,,,,,,
13560.278191438332,263,,,,,,
13561.788920656519,264,,,,,,
13569.308763697214,263,,,,,,
13578.008749658749,262,,,,,,
13619.383796283193,263,,,,,,
13643.365182787614,262,,,,,,
13665.359603778007,261,,,,,,
13670.198665026643,262,,,,,,
13677.815988113853,263,,,,,,
13689.872266201411,264,,,,,,
13707.158356056314,263,,,,,,
13709.580071092422,264,,,,,,
13715.786483386533,265,,,,,,
13727.032931885869,266,,,,,,
13731.484044625455,267,,,,,,
13752.602262611746,268,,,,,,
13757.987186717312,267,,,,,,
13766.172653581394,268,,,,,,
13780.284149491289,267,,,,,,
13816.448657978533,266,,,,,,
13835.781281988686,267,,,,,,
13854.739690759998,266,,,,,,
13858.386098767242,267,,,,,,
13858.576225738205,266,,,,,,
13865.825618935758,267,,,,,,
13878.957111785422,268,,,,,,
13895.28833840687,269,,,,,,
13897.212568290261,270,,,,,,
13903.033092042118,269,,,,,,
13921.624645727461,270,,,,,,
13936.573019237902,271,,,,,,
13936.801420968773,272,,,,,,
13942.424816968331,271,,,,,,
13952.773997577512,272,,,,,,
13953.822517954556,273,,,,,,
13968.591655915639,272,,,,,,
14000.863635655985,273,,,,,,
14004.161770774806,274,,,,,,
14004.775248288472,275,,,,,,
14004.788537012948,276,,,,,,
14020.954789862196,275,,,,,,
14026.291719987338,274,,,,,,
14052.963591826896,275,,,,,,
14055.269648304074,276,,,,,,
14065.419211584194,277,,,,,,
14071.567374587399,278,,,,,,
14100.11380188082,279,,,,,,
14108.926919572909,278,,,,,,
14131.162731337652,277,,,,,,
14171.574910948707,276,,,,,,
14173.967276305086,277,,,,,,
14198.295325469613,276,,,,,,
14257.724504776595,275,,,,,,
14259.119786432773,274,,,,,,
14297.451217764224,275,,,,,,
14306.197294884846,276,,,,,,
14329.249448954335,275,,,,,,
14333.780746361125,274,,,,,,
14337.113419063106,275,,,,,,
14365.571304292634,276,,,,,,
14380.500193742979,277,,,,,,
14380.844347605904,278,,,,,,
14405.210603129176,279,,,,,,
14411.734439938949,278,,,,,,
14434.020678029852,277,,,,,,
14458.666545292553,276,,,,,,
14473.468868382829,277,,,,,,
14505.011868766485,276,,,,,,
14515.354217333745,277,,,,,,
14529.991558124037,278,,,,,,
14530.95015752001,277,,,,,,
14586.469933593643,276,,,,,,
14599.575442082512,277,,,,,,
14600.984001257217,276,,,,,,
14610.594081573653,277,,,,,,
14631.090146472087,278,,,,,,
14642.735653095121,279,,,,,,
14645.431543615588,278,,,,,,
14667.913573198168,279,,,,,,
14668.629434366501,280,,,,,,
14669.554272819748,279,,,,,,
14676.682373660389,280,,,,,,
14692.767583616776,281,,,,,,
14731.41781716603,280,,,,,,
14753.449831548236,279,,,,,,
14776.460589826172,280,,,,,,
14792.067840971814,279,,,,,,
14830.645626114922,278,,,,,,
14881.277731348163,277,,,,,,
14900.69287735392,278,,,,,,
14911.328195989498,279,,,,,,
14913.996508385116,278,,,,,,
14973.855568870455,279,,,,,,
14981.670559870646,278,,,,,,
14984.644861003237,277,,,,,,
14990.971795275536,278,,,,,,
15022.353212221265,279,,,,,,
15023.780564433644,280,,,,,,
15026.070059021482,281,,,,,,
15036.683538141646,280,,,,,,
15056.152759712683,279,,,,,,
15083.41418047563,280,,,,,,
15093.531799090907,281,,,,,,
15097.169181932562,282,,,,,,
15103.646416079609,283,,,,,,
15109.148062354786,284,,,,,,
15115.12862700217,283,,,,,,
15120.57824857233,282,,,,,,
15123.266345831664,283,,,,,,
15126.738983307443,284,,,,,,
15131.981122678113,285,,,,,,
15152.678911279979,286,,,,,,
15158.937788354043,287,,,,,,
15167.032025659861,288,,,,,,
15183.910477805558,287,,,,,,
15199.246360035219,288,,,,,,
15220.97528292118,287,,,,,,
15287.304647853647,288,,,,,,
15292.367626605718,287,,,,,,
15307.406084579595,288,,,,,,
15309.938500133487,289,,,,,,
15317.318764897289,288,,,,,,
15321.041101037285,289,,,,,,
15321.728201180453,290,,,,,,
15322.093443170291,291,,,,,,
15323.823698699575,292,,,,,,
15341.684236490986,293,,,,,,
15367.401950338737,292,,,,,,
15370.718606960977,293,,,,,,
15408.087304633696,292,,,,,,
15422.116278081319,293,,,,,,
15425.420449071744,294,,,,,,
15438.741679110052,295,,,,,,
15451.201034122908,294,,,,,,
15457.932978680351,295,,,,,,
15479.654837769522,294,,,,,,
15481.835238575385,295,,,,,,
15499.922354445668,296,,,,,,
15524.884823169909,295,,,,,,
15527.912863533342,294,,,,,,
15557.795153876755,295,,,,,,
15604.75512192909,296,,,,,,
15613.740751629886,295,,,,,,
15615.755269210994,296,,,,,,
15616.033556399223,295,,,,,,
15653.527928339685,296,,,,,,
15691.385276487158,295,,,,,,
15696.956908556723,294,,,,,,
15706.143091662797,295,,,,,,
15738.568823716542,296,,,,,,
15747.794412974489,297,,,,,,
15747.79562441039,298,,,,,,
15757.35291819812,299,,,,,,
15778.190556176038,300,,,,,,
15782.399022960193,299,,,,,,
15791.046023629482,298,,,,,,
15794.630658989857,299,,,,,,
15801.801590681978,300,,,,,,
15809.180241777089,301,,,,,,
15837.381127591849,302,,,,,,
15846.376657080685,301,,,,,,
15891.852355722889,300,,,,,,
15894.391171788398,301,,,,,,
15906.748604162622,302,,,,,,
15922.667679542514,303,,,,,,
15931.872691937246,302,,,,,,
15945.758584448428,303,,,,,,
15954.885007450056,302,,,,,,
15978.05512033808,303,,,,,,
16010.955398633788,302,,,,,,
16024.309427246213,303,,,,,,
16044.041583438257,304,,,,,,
16044.200881007929,303,,,,,,
16074.62402812354,304,,,,,,
16077.83630028256,305,,,,,,
16113.140421799022,304,,,,,,
16123.513719152903,305,,,,,,
16135.6431223244,304,,,,,,
16205.003544113865,305,,,,,,
16212.399628446016,304,,,,,,
16219.823616490256,305,,,,,,
16225.432969239502,306,,,,,,
16228.562279239566,305,,,,,,
16231.470976195636,306,,,,,,
16236.024575906109,307,,,,,,
16277.878906332622,308,,,,,,
16281.885584832294,307,,,,,,
16287.883027453492,306,,,,,,
16294.587486281828,307,,,,,,
16318.763224056277,308,,,,,,
16318.856538077406,309,,,,,,
16338.446339701925,310,,,,,,
16349.508964124316,311,,,,,,
16350.233569381652,312,,,,,,
16358.513855806619,311,,,,,,
16371.89204521644,310,,,,,,
16372.058187713432,311,,,,,,
16384.4777969411,312,,,,,,
16388.187833613629,313,,,,,,
16408.975607394723,314,,,,,,
16421.392623700721,313,,,,,,
16459.896703172908,312,,,,,,
16476.078096653308,313,,,,,,
16508.355286447546,312,,,,,,
16523.221698944149,311,,,,,,
16554.732611346308,312,,,,,,
16570.939454036637,313,,,,,,
16583.864846434334,314,,,,,,
16584.043435209824,313,,,,,,
16593.936341423815,314,,,,,,
16594.633262356216,315,,,,,,
16597.165329967748,316,,,,,,
16611.568393674519,315,,,,,,
16628.913515205363,316,,,,,,
16652.580391307573,317,,,,,,
16658.763422332168,318,,,,,,
16699.669257097415,317,,,,,,
16702.354616544845,316,,,,,,
16708.383387852256,317,,,,,,
16731.669648177463,316,,,,,,
16774.174043621261,315,,,,,,
16786.373887840947,314,,,,,,
16821.718098983303,315,,,,,,
16830.657132252931,314,,,,,,
16832.960364221391,315,,,,,,
16835.020873585197,316,,,,,,
16848.912069185794,315,,,,,,
16848.968218391285,316,,,,,,
16868.322719153737,317,,,,,,
16899.878342437033,318,,,,,,
16903.232273409324,319,,,,,,
16910.384385580044,320,,,,,,
16922.011046168829,321,,,,,,
16926.541450962542,320,,,,,,
16938.695817016739,319,,,,,,
16954.279824291127,320,,,,,,
16983.409849975943,319,,,,,,
16999.751514783288,320,,,,,,
17008.814720405485,319,,,,,,
17052.007211755614,318,,,,,,
17081.230723831734,319,,,,,,
17090.303972138233,318,,,,,,
17093.928051565118,319,,,,,,
17131.234546656085,320,,,,,,
17140.363818936596,321,,,,,,
17140.763980096849,320,,,,,,
17150.013902627553,321,,,,,,
17150.372471315084,322,,,,,,
17154.930921809203,321,,,,,,
17171.980228876602,322,,,,,,
17222.761471079789,323,,,,,,
17224.873869539793,324,,,,,,
17230.380930087611,325,,,,,,
17245.500117017513,324,,,,,,
17251.686829286413,323,,,,,,
17270.746284121865,324,,,,,,
17276.301744004135,325,,,,,,
17314.210306826693,324,,,,,,
17328.890276037889,323,,,,,,
17331.870459836502,324,,,,,,
17332.741472662636,325,,,,,,
17357.628374219642,326,,,,,,
17373.564657539185,327,,,,,,
17374.669279230567,328,,,,,,
17376.237444260213,327,,,,,,
17395.280808163542,328,,,,,,
17420.114815449462,327,,,,,,
17429.789448657705,328,,,,,,
17437.620541358034,327,,,,,,
17458.321215285801,328,,,,,,
17491.87384292388,327,,,,,,
17522.991389328753,326,,,,,,
17552.984344788758,325,,,,,,
17561.433578846949,326,,,,,,
17572.496158633935,327,,,,,,
17603.92540834419,326,,,,,,
17637.284121025285,327,,,,,,
17641.476589231484,326,,,,,,
17643.069791125504,327,,,,,,
17659.398129014142,328,,,,,,
17662.943632765392,329,,,,,,
17698.934773204496,328,,,,,,
17701.593623401837,327,,,,,,
17743.791828166044,328,,,,,,
17758.719270407674,329,,,,,,
17767.975491333579,328,,,,,,
17768.918056500443,327,,,,,,
17773.722712156252,328,,,,,,
17774.271744109687,329,,,,,,
17798.564939588007,330,,,,,,
17800.323606494115,331,,,,,,
17843.019668480699,330,,,,,,
17844.355685074448,329,,,,,,
17859.952268068654,330,,,,,,
17881.422814036032,331,,,,,,
17892.104024288886,332,,,,,,
17892.118368646794,333,,,,,,
17912.633036506547,332,,,,,,
17915.309847736911,333,,,,,,
17929.904500872854,332,,,,,,
17934.332778009511,333,,,,,,
17951.568359788994,334,,,,,,
17969.940913338612,335,,,,,,
17971.506140296246,336,,,,,,
17984.172403820177,337,,,,,,
17985.801943947462,338,,,,,,
17986.896908114769,337,,,,,,
18005.411631716716,336,,,,,,
18073.711782638749,335,,,,,,
18089.277213137923,334,,,,,,
18145.581709632165,333,,,,,,
18173.688794695473,332,,,,,,
18236.660626124947,331,,,,,,
18252.233591010597,330,,,,,,
18291.707848355295,329,,,,,,
18302.263044180667,328,,,,,,
18366.541193901559,327,,,,,,
18399.897157027386,326,,,,,,
18423.603853798338,325,,,,,,
18480.688031720424,324,,,,,,
18495.241602008811,323,,,,,,
18539.735016915758,322,,,,,,
18564.241029579152,321,,,,,,
18601.425183420547,320,,,,,,
18626.237738921078,319,,,,,,
18683.603427047607,318,,,,,,
18732.03028495164,317,,,,,,
18760.419743685829,316,,,,,,
18822.137400443886,315,,,,,,
18831.290312414843,314,,,,,,
18905.499537639683,313,,,,,,
18911.053902772446,312,,,,,,
18947.442407867284,311,,,,,,
18983.36056129561,310,,,,,,
19035.793464741417,309,,,,,,
19050.966488121809,308,,,,,,
19111.804917639873,307,,,,,,
19129.65276647217,306,,,,,,
19193.800913536314,305,,,,,,
19226.024829366936,304,,,,,,
19275.478434274006,303,,,,,,
19312.738040993489,302,,,,,,
19351.221368336258,301,,,,,,
19393.597545469589,300,,,,,,
19436.300394397998,299,,,,,,
19463.634045460546,298,,,,,,
19516.75689924,297,,,,,,
19523.139047105698,296,,,,,,
19592.549978738031,295,,,,,,
19619.264784141193,294,,,,,,
19668.630093434679,293,,,,,,
19698.923287979687,292,,,,,,
19736.607550265652,291,,,,,,
19770.969477236813,290,,,,,,
19786.484042975921,289,,,,,,
19828.164314446125,288,,,,,,
19839.055397714062,287,,,,,,
19912.306143415209,286,,,,,,
19915.020339749053,285,,,,,,
19984.378513766644,284,,,,,,
20022.309462484228,283,,,,,,
20066.092539109849,282,,,,,,
20083.451467045972,281,,,,,,
20135.939579070652,280,,,,,,
20143.290450459801,279,,,,,,
20192.388649766291,278,,,,,,
20249.449073179934,277,,,,,,
20277.025169365354,276,,,,,,
20316.262960203324,275,,,,,,
20360.778492176491,274,,,,,,
20379.263319044395,273,,,,,,
20399.220359388615,272,,,,,,
20428.823024984285,271,,,,,,
20497.463532455835,270,,,,,,
20500.951612270514,269,,,,,,
20569.809562578104,268,,,,,,
20592.100060868084,267,,,,,,
20645.031776784676,266,,,,,,
20674.315512593806,265,,,,,,
20716.669427722525,264,,,,,,
20760.342255195947,263,,,,,,
20808.893860856749,262,,,,,,
20857.114155895675,261,,,,,,
20891.975620525199,260,,,,,,
20951.508627642014,259,,,,,,
20958.596371905697,258,,,,,,
21030.015318582737,257,,,,,,
21046.849463417354,256,,,,,,
21112.898207407808,255,,,,,,
21123.891701443292,254,,,,,,
21213.912415306898,253,,,,,,
21216.909752335759,252,,,,,,
21294.558691579136,251,,,,,,
21317.696908467728,250,,,,,,
21341.496549148999,249,,,,,,
21417.533540143046,248,,,,,,
21431.423203727057,247,,,,,,
21503.1400804286,246,,,,,,
21536.375043374827,245,,,,,,
21580.887831681061,244,,,,,,
21596.957570092106,243,,,,,,
21659.370169321954,242,,,,,,
21663.602815783789,241,,,,,,
21752.270908300828,240,,,,,,
21756.038317989904,239,,,,,,
21797.93029339085,238,,,,,,
21816.098542882797,237,,,,,,
21875.190313877717,236,,,,,,
21881.797844204578,235,,,,,,
21933.888637247524,234,,,,,,
21960.984483754802,233,,,,,,
21990.975983573298,232,,,,,,
22023.402736321806,231,,,,,,
22076.398127739263,230,,,,,,
22102.157954242973,229,,,,,,
22135.387691282202,228,,,,,,
22175.19653070446,227,,,,,,
22213.025185090071,226,,,,,,
22250.397392342821,225,,,,,,
22267.73861569143,224,,,,,,
22302.704910455226,223,,,,,,
22346.536843494728,222,,,,,,
22397.313630390018,221,,,,,,
22420.280626325303,220,,,,,,
22465.195892926918,219,,,,,,
22512.601000119037,218,,,,,,
22530.431706524166,217,,,,,,
22584.538936777707,216,,,,,,
22628.155732253859,215,,,,,,
22667.854693475562,214,,,,,,
22709.741893000243,213,,,,,,
22776.163569621656,212,,,,,,
22778.500699791148,211,,,,,,
22857.830327584447,210,,,,,,
22858.146237181052,209,,,,,,
22921.177104450761,208,,,,,,
22942.250369177254,207,,,,,,
23022.223626098626,206,,,,,,
23024.352549540425,205,,,,,,
23094.823663112522,204,,,,,,
23107.275510176364,203,,,,,,
23170.256666205043,202,,,,,,
23182.549038627688,201,,,,,,
23223.903783320095,200,,,,,,
23245.014699635393,199,,,,,,
23320.406074758351,198,,,,,,
23327.246489193084,197,,,,,,
23379.253190345478,196,,,,,,
23408.902460449169,195,,,,,,
23468.829457511037,194,,,,,,
23479.977433229626,193,,,,,,
23527.854953134743,192,,,,,,
23592.378473232121,191,,,,,,
23605.276958178947,190,,,,,,
23662.757068761313,189,,,,,,
23675.513099367298,188,,,,,,
23755.975748558021,187,,,,,,
23766.430775023585,186,,,,,,
23830.954935981661,185,,,,,,
23869.969983907858,184,,,,,,
23898.508130774096,183,,,,,,
23958.092943402342,182,,,,,,
23976.503431106163,181,,,,,,
24044.828694510278,180,,,,,,
24049.290141858806,179,,,,,,
24099.162962117662,178,,,,,,
24138.843548239301,177,,,,,,
24146.511008942347,176,,,,,,
24204.333426930551,175,,,,,,
24209.538152029062,174,,,,,,
24288.408932350832,173,,,,,,
24298.662498532285,172,,,,,,
24364.049265270912,171,,,,,,
24397.669820018383,170,,,,,,
24422.433093823795,169,,,,,,
24479.892369983069,168,,,,,,
24492.35412008687,167,,,,,,
24555.239330778743,166,,,,,,
24582.511097328271,165,,,,,,
24607.836680371468,164,,,,,,
24633.09781821994,163,,,,,,
24682.841487395946,162,,,,,,
24716.902280081413,161,,,,,,
24750.020552895944,160,,,,,,
24808.688819028607,159,,,,,,
24813.585195648207,158,,,,,,
24894.211965988097,157,,,,,,
24905.192175831378,156,,,,,,
24944.993942872483,155,,,,,,
24987.473524884064,154,,,,,,
24992.242472025249,153,,,,,,
25072.954926952445,152,,,,,,
25076.094477515829,151,,,,,,
25156.644438201176,150,,,,,,
25159.474225032118,149,,,,,,
25218.995378217623,148,,,,,,
25231.479975973492,147,,,,,,
25282.896990573033,146,,,,,,
25287.409403993404,145,,,,,,
25363.972972384912,144,,,,,,
25390.829196610533,143,,,,,,
25435.83044576293,142,,,,,,
25488.56065047781,141,,,,,,
25508.912026691088,140,,,,,,
25568.81248997067,139,,,,,,
25569.184068742412,138,,,,,,
25635.818097781842,137,,,,,,
25657.750691232743,136,,,,,,
25674.21624922945,135,,,,,,
25706.332031191442,134,,,,,,
25759.551840249774,133,,,,,,
25784.644025183468,132,,,,,,
25832.481027072787,131,,,,,,
25886.263763172566,130,,,,,,
25910.028179305368,129,,,,,,
25946.406147624875,128,,,,,,
25980.334458833199,127,,,,,,
26013.953379297403,126,,,,,,
26042.847484959925,125,,,,,,
26106.759167240046,124,,,,,,
26133.960052112453,123,,,,,,
26187.555968335643,122,,,,,,
26210.310392478936,121,,,,,,
26270.212928083886,120,,,,,,
26286.870037361777,119,,,,,,
26335.1540819929,118,,,,,,
26357.160275211133,117,,,,,,
26422.886525180598,116,,,,,,
26451.347988996278,115,,,,,,
26497.532916295997,114,,,,,,
26514.303381892314,113,,,,,,
26563.152693828229,112,,,,,,
26576.675350403978,111,,,,,,
26635.136222658091,110,,,,,,
26639.277779483142,109,,,,,,
26728.870008997727,108,,,,,,
26751.714561813399,107,,,,,,
26823.942515850056,106,,,,,,
26824.315159400507,105,,,,,,
26886.338946647618,104,,,,,,
26894.335613677835,103,,,,,,
26959.792001324238,102,,,,,,
26977.122113072577,101,,,,,,
27050.348546308472,100,,,,,,
27062.673020594609,99,,,,,,
27123.622570001205,98,,,,,,
27163.926414359041,97,,,,,,
27191.495400430584,96,,,,,,
27230.283674537551,95,,,,,,
27256.838779695764,94,,,,,,
27319.83220929549,93,,,,,,
27337.482777711665,92,,,,,,
27368.836773398166,91,,,,,,
27425.155234610886,90,,,,,,
27457.041675773471,89,,,,,,
27487.3584050005,88,,,,,,
27522.000628497379,87,,,,,,
27563.745542230402,86,,,,,,
27612.813942219849,85,,,,,,
27639.009482459936,84,,,,,,
27683.995528619114,83,,,,,,
27723.591573830084,82,,,,,,
27761.06532014097,81,,,,,,
27806.319203306747,80,,,,,,
27820.595538005537,79,,,,,,
27861.317758437548,78,,,,,,
27890.490746572973,77,,,,,,
27921.742142322634,76,,,,,,
27973.157284201068,75,,,,,,
28002.132744932955,74,,,,,,
28060.900216023562,73,,,,,,
28079.599145435429,72,,,,,,
28142.13657530868,71,,,,,,
28143.259302319309,70,,,,,,
28208.97862071756,69,,,,,,
28238.758940153762,68,,,,,,
28296.997584895668,67,,,,,,
28331.787000021199,66,,,,,,
28373.027481054025,65,,,,,,
28401.550010005152,64,,,,,,
28440.742872068621,63,,,,,,
28492.573485101391,62,,,,,,
28507.665892800453,61,,,,,,
28586.474106497216,60,,,,,,
28591.059488372307,59,,,,,,
28664.827801277822,58,,,,,,
28677.385784561753,57,,,,,,
28728.604508395905,56,,,,,,
28754.549292330715,55,,,,,,
28797.82415021542,54,,,,,,
28829.492126557549,53,,,,,,
28873.12194598107,52,,,,,,
28895.147809497177,51,,,,,,
28920.845619488462,50,,,,,,
28959.348262822966,49,,,,,,
29001.804526415524,48,,,,,,
29003.168554981448,47,,,,,,
29066.259465258402,46,,,,,,
29094.330417832207,45,,,,,,
29133.27470039878,44,,,,,,
29145.448440008498,43,,,,,,
29222.043885324457,42,,,,,,
29226.977440534957,41,,,,,,
29279.72275194949,40,,,,,,
29298.275395651184,39,,,,,,
29331.160745355009,38,,,,,,
29376.149547819488,37,,,,,,
29382.680193191372,36,,,,,,
29399.738065431573,35,,,,,,
29447.363901505551,34,,,,,,
29497.183425677175,33,,,,,,
29523.154645428054,32,,,,,,
29577.473185846418,31,,,,,,
29601.998284919024,30,,,,,,
29653.112984329531,29,,,,,,
29677.048604473676,28,,,,,,
29730.675938006511,27,,,,,,
29751.293295404512,26,,,,,,
29824.898594069267,25,,,,,,
29828.530431647916,24,,,,,,
29882.987984696725,23,,,,,,
29921.638412796513,22,,,,,,
29949.388792354976,21,,,,,,
29983.733261478959,20,,,,,,
30045.425001158705,19,,,,,,
30071.985625346618,18,,,,,,
30140.768836347096,17,,,,,,
30162.733132296855,16,,,,,,
30221.906147671613,15,,,,,,
30231.288813460929,14,,,,,,
30312.509144785357,13,,,,,,
30316.475663774759,12,,,,,,
30389.901599227784,11,,,,,,
30396.197519741072,10,,,,,,
30454.147753201309,9,,,,,,
30461.95712312631,8,,,,,,
30524.919380657057,7,,,,,,
30548.566172303637,6,,,,,,
30608.500390138781,5,,,,,,
30655.815696648681,4,,,,,,
30688.460614121466,3,,,,,,
30725.82777484512,2,,,,,,
30756.538778662291,1,,,,,,
30797.154939693975,0,,,,,,
